post_id,treatment,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28
vspww9,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwwb,1,,,,,,,,5,234,243,244,245,245,242,,,,,,,,,,,,,,,,
vspwwc,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspwwd,0,,,,,,,,16,6465,6511,6517,6521,6522,6519,,,,,,,,,,,,,,,,
vspwwf,0,,,,,,,,6,4510,4553,4560,4574,4573,4583,,,,,,,,,,,,,,,,
vspwwh,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwwl,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspwwm,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspwwn,1,,,,,,,,2,19,19,21,20,18,17,,,,,,,,,,,,,,,,
vspwwo,0,,,,,,,,1,3,3,3,3,3,3,,,,,,,,,,,,,,,,
vspwwp,0,,,,,,,,2,8,8,8,9,7,8,,,,,,,,,,,,,,,,
vspwwt,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspwwv,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspwwx,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspwx2,0,,,,,,,,0,4,4,3,4,4,2,,,,,,,,,,,,,,,,
vspwxa,0,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwxe,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwxf,0,,,,,,,,1,3,5,5,4,3,4,,,,,,,,,,,,,,,,
vspwxn,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwxt,1,,,,,,,,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspwxy,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwy2,1,,,,,,,,2,2,2,2,forbidden,forbidden,forbidden,,,,,,,,,,,,,,,,
vspwy7,0,,,,,,,,1,13,13,12,12,11,13,,,,,,,,,,,,,,,,
vspwya,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspwyb,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwyd,1,,,,,,,,5,62,63,64,63,62,60,,,,,,,,,,,,,,,,
vspwyg,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
vspwyk,1,,,,,,,,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspwyq,1,,,,,,,,3,28,28,29,31,30,31,,,,,,,,,,,,,,,,
vspwyu,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwyw,1,,,,,,,,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwz1,1,,,,,,,,2,3,3,4,4,4,5,,,,,,,,,,,,,,,,
vspwz5,1,,,,,,,,2,14,13,12,14,15,14,,,,,,,,,,,,,,,,
vspwz6,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwz7,1,,,,,,,,2,3,3,7,6,6,5,,,,,,,,,,,,,,,,
vspwz9,0,,,,,,,,1,3,3,3,3,3,3,,,,,,,,,,,,,,,,
vspwzd,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwzf,0,,,,,,,,1,20,23,24,26,26,25,,,,,,,,,,,,,,,,
vspwzh,1,,,,,,,,3,65,67,66,69,71,69,,,,,,,,,,,,,,,,
vspwzi,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspwzj,1,,,,,,,,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,
vspwzv,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
vspwzw,0,,,,,,,,1,7,9,9,8,10,12,,,,,,,,,,,,,,,,
vspx02,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
vspx03,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx04,1,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
vspx05,0,,,,,,,,1,3,2,2,2,3,3,,,,,,,,,,,,,,,,
vspx09,1,,,,,,,,2,8,6,9,9,9,9,,,,,,,,,,,,,,,,
vspx0b,1,,,,,,,,5,40,41,40,44,42,43,,,,,,,,,,,,,,,,
vspx0c,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx0d,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx0e,1,,,,,,,,4,19,18,20,21,21,22,,,,,,,,,,,,,,,,
vspx0f,0,,,,,,,,1,2,3,3,2,3,4,,,,,,,,,,,,,,,,
vspx0g,1,,,,,,,,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,
vspx0h,0,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspx0i,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx0j,0,,,,,,,,1,186,181,183,185,184,184,,,,,,,,,,,,,,,,
vspx0k,1,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspx0m,1,,,,,,,,2,5,5,4,5,4,5,,,,,,,,,,,,,,,,
vspx0o,1,,,,,,,,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx0r,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx0s,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
vspx0u,0,,,,,,,,8,47,53,47,53,49,53,,,,,,,,,,,,,,,,
vspx0w,1,,,,,,,,11,1438,1481,1488,1494,1494,1504,,,,,,,,,,,,,,,,
vspx11,1,,,,,,,,2,20,22,23,21,22,26,,,,,,,,,,,,,,,,
vspx14,1,,,,,,,,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx1c,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx1f,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx1g,0,,,,,,,,9,40,42,38,40,41,40,,,,,,,,,,,,,,,,
vspx1n,0,,,,,,,,0,10,11,9,8,9,8,,,,,,,,,,,,,,,,
vspx1o,1,,,,,,,,2,4,5,4,4,5,5,,,,,,,,,,,,,,,,
vspx1p,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx1s,1,,,,,,,,2,5,3,4,4,5,4,,,,,,,,,,,,,,,,
vspx1u,0,,,,,,,,9,283,285,289,287,288,286,,,,,,,,,,,,,,,,
vspx1v,1,,,,,,,,2,10,9,9,9,7,8,,,,,,,,,,,,,,,,
vspx1x,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx1y,1,,,,,,,,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx20,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx29,1,,,,,,,,2,14,15,15,16,13,16,,,,,,,,,,,,,,,,
vspx2l,0,,,,,,,,3,130,132,134,139,134,140,,,,,,,,,,,,,,,,
vspx2m,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspx2o,1,,,,,,,,2,18,20,19,21,21,21,,,,,,,,,,,,,,,,
vspx2t,1,,,,,,,,2,15,16,17,18,16,17,,,,,,,,,,,,,,,,
vspx2x,0,,,,,,,,1,14,14,15,17,17,16,,,,,,,,,,,,,,,,
vspx38,1,,,,,,,,0,564,570,580,581,579,578,,,,,,,,,,,,,,,,
vspx3c,1,,,,,,,,4,4,4,4,5,4,6,,,,,,,,,,,,,,,,
vspx3d,0,,,,,,,,4,33,37,35,38,35,35,,,,,,,,,,,,,,,,
vspx3e,1,,,,,,,,3,3,5,5,4,6,6,,,,,,,,,,,,,,,,
vspx3f,1,,,,,,,,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx3g,0,,,,,,,,1,4,2,3,3,3,4,,,,,,,,,,,,,,,,
vspx3h,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspx3p,0,,,,,,,,5,56,50,56,57,56,55,,,,,,,,,,,,,,,,
vspx3r,1,,,,,,,,4,2,2,1,2,3,1,,,,,,,,,,,,,,,,
vspx3v,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
vspx3y,0,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vspx41,0,,,,,,,,4,6,8,6,7,7,7,,,,,,,,,,,,,,,,
vspx46,0,,,,,,,,2,2,3,4,3,3,3,,,,,,,,,,,,,,,,
vspx47,1,,,,,,,,5,1184,1210,1219,1233,1237,1253,,,,,,,,,,,,,,,,
vspx49,1,,,,,,,,2,12,12,12,12,12,12,,,,,,,,,,,,,,,,
vspx4a,0,,,,,,,,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vspx4k,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
vtilip,0,,,,,,,,,1,6,4,5,6,5,,,,,,,,,,,,,,,,
vtilir,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtiliv,0,,,,,,,,,1,5,4,5,6,4,,,,,,,,,,,,,,,,
vtiliz,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilj0,1,,,,,,,,,4,23,23,24,26,24,,,,,,,,,,,,,,,,
vtilj1,1,,,,,,,,,4,25,25,22,25,24,,,,,,,,,,,,,,,,
vtilj3,1,,,,,,,,,2,9,11,11,11,12,,,,,,,,,,,,,,,,
vtilj4,1,,,,,,,,,6,124,120,123,121,125,,,,,,,,,,,,,,,,
vtilj6,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilj7,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilja,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtiljc,0,,,,,,,,,3,85,86,85,85,89,,,,,,,,,,,,,,,,
vtiljd,1,,,,,,,,,4,47,49,50,49,49,,,,,,,,,,,,,,,,
vtilje,1,,,,,,,,,3,25,26,27,27,24,,,,,,,,,,,,,,,,
vtilji,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtiljk,1,,,,,,,,,4,5,5,4,4,4,,,,,,,,,,,,,,,,
vtiljm,0,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtiljn,1,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,
vtiljs,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilju,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtiljv,1,,,,,,,,,3,3,3,3,3,3,,,,,,,,,,,,,,,,
vtiljy,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilk0,0,,,,,,,,,1,86,89,87,91,89,,,,,,,,,,,,,,,,
vtilk1,0,,,,,,,,,10,24,25,25,24,23,,,,,,,,,,,,,,,,
vtilk2,0,,,,,,,,,5,2018,2072,2098,2099,2105,,,,,,,,,,,,,,,,
vtilk6,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilk7,0,,,,,,,,,2,18,26,29,28,33,,,,,,,,,,,,,,,,
vtilk9,1,,,,,,,,,3,7,7,8,8,8,,,,,,,,,,,,,,,,
vtilka,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilki,0,,,,,,,,,1,43,45,47,48,48,,,,,,,,,,,,,,,,
vtilkk,1,,,,,,,,,2,1,1,forbidden,forbidden,forbidden,,,,,,,,,,,,,,,,
vtilkm,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilkp,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilky,1,,,,,,,,,1,1,2,3,1,1,,,,,,,,,,,,,,,,
vtilkz,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtill0,1,,,,,,,,,3,10,11,11,11,11,,,,,,,,,,,,,,,,
vtill3,1,,,,,,,,,7,4127,4165,4168,4171,4171,,,,,,,,,,,,,,,,
vtill5,1,,,,,,,,,2,6,6,6,5,6,,,,,,,,,,,,,,,,
vtilla,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtillc,0,,,,,,,,,7,4268,4273,4269,4276,4275,,,,,,,,,,,,,,,,
vtillf,0,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,
vtillh,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtillk,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilll,0,,,,,,,,,3,2,2,3,3,2,,,,,,,,,,,,,,,,
vtilln,0,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,
vtillq,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtillr,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtillw,1,,,,,,,,,2,9,10,11,10,10,,,,,,,,,,,,,,,,
vtilly,1,,,,,,,,,0,6,6,6,5,7,,,,,,,,,,,,,,,,
vtilm2,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilm4,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilm6,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilma,1,,,,,,,,,5,224,229,230,237,236,,,,,,,,,,,,,,,,
vtilmc,1,,,,,,,,,2,9,10,11,9,11,,,,,,,,,,,,,,,,
vtilmh,0,,,,,,,,,1,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilmi,1,,,,,,,,,4,17,17,16,17,18,,,,,,,,,,,,,,,,
vtilmj,0,,,,,,,,,11,152,153,150,152,153,,,,,,,,,,,,,,,,
vtilmq,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilmt,1,,,,,,,,,2,0,0,0,0,0,,,,,,,,,,,,,,,,
vtilmu,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilmy,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilmz,0,,,,,,,,,1,3,6,7,9,10,,,,,,,,,,,,,,,,
vtiln1,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtiln2,1,,,,,,,,,2,3,3,3,3,3,,,,,,,,,,,,,,,,
vtiln5,0,,,,,,,,,1,5,4,3,3,4,,,,,,,,,,,,,,,,
vtiln6,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtiln7,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilnc,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilnd,1,,,,,,,,,8,274,273,277,291,304,,,,,,,,,,,,,,,,
vtilne,1,,,,,,,,,3,19,20,20,20,21,,,,,,,,,,,,,,,,
vtilnp,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilnt,1,,,,,,,,,2,5,4,4,7,6,,,,,,,,,,,,,,,,
vtilnw,1,,,,,,,,,2,5,6,8,7,8,,,,,,,,,,,,,,,,
vtilo5,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilo6,0,,,,,,,,,1,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilob,1,,,,,,,,,2,3,2,2,2,1,,,,,,,,,,,,,,,,
vtilod,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilof,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtiloo,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilop,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilos,0,,,,,,,,,1,372,375,379,374,378,,,,,,,,,,,,,,,,
vtilot,1,,,,,,,,,2,19,19,19,20,18,,,,,,,,,,,,,,,,
vtilov,1,,,,,,,,,10,65,68,69,69,65,,,,,,,,,,,,,,,,
vtilow,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtiloy,1,,,,,,,,,9,304,309,311,314,317,,,,,,,,,,,,,,,,
vtilp1,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilp4,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilp8,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilpe,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilpf,1,,,,,,,,,3,0,0,0,0,0,,,,,,,,,,,,,,,,
vtilpl,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilpq,0,,,,,,,,,5,159,163,166,162,163,,,,,,,,,,,,,,,,
vtilpr,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilps,1,,,,,,,,,2,6,7,6,9,8,,,,,,,,,,,,,,,,
vtilpz,1,,,,,,,,,4,31,30,30,28,28,,,,,,,,,,,,,,,,
vtilq1,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilq2,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilqa,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilqe,1,,,,,,,,,3,34,38,40,43,37,,,,,,,,,,,,,,,,
vtilqf,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilqg,1,,,,,,,,,2,11,17,18,21,21,,,,,,,,,,,,,,,,
vtilqk,1,,,,,,,,,4,43,51,52,54,52,,,,,,,,,,,,,,,,
vtilql,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilqn,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilqo,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilqq,1,,,,,,,,,17,30,37,35,35,33,,,,,,,,,,,,,,,,
vtilqs,0,,,,,,,,,1,19,18,16,19,20,,,,,,,,,,,,,,,,
vtilqt,-1,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilqu,0,,,,,,,,,1,8,8,9,9,10,,,,,,,,,,,,,,,,
vtilqx,0,,,,,,,,,2,9,10,8,8,9,,,,,,,,,,,,,,,,
vtilqz,0,,,,,,,,,1,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilr0,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilr1,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilr6,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilrg,0,,,,,,,,,1,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilri,0,,,,,,,,,16,8500,8546,8576,8572,8587,,,,,,,,,,,,,,,,
vtilrk,1,,,,,,,,,3,18,17,16,15,15,,,,,,,,,,,,,,,,
vtilrm,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilro,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilrr,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilru,1,,,,,,,,,2,14,14,16,18,17,,,,,,,,,,,,,,,,
vtilrv,0,,,,,,,,,1,24,25,25,24,23,,,,,,,,,,,,,,,,
vtils1,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtils6,0,,,,,,,,,3,29,29,29,29,29,,,,,,,,,,,,,,,,
vtilsa,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilsb,0,,,,,,,,,10,2560,2560,2556,2558,2562,,,,,,,,,,,,,,,,
vtilsc,1,,,,,,,,,10,250,252,256,259,255,,,,,,,,,,,,,,,,
vtilsd,1,,,,,,,,,2,2,5,6,4,4,,,,,,,,,,,,,,,,
vtilse,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilsf,0,,,,,,,,,9,16,16,16,16,15,,,,,,,,,,,,,,,,
vtilsg,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtilsj,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
vtilsm,0,,,,,,,,,2,28,31,31,34,33,,,,,,,,,,,,,,,,
vtilsv,1,,,,,,,,,3,5,4,4,4,4,,,,,,,,,,,,,,,,
vtilsx,0,,,,,,,,,5,9,8,8,8,8,,,,,,,,,,,,,,,,
vtilsz,1,,,,,,,,,2,1,2,2,2,2,,,,,,,,,,,,,,,,
vtilt2,0,,,,,,,,,2,24,23,21,23,23,,,,,,,,,,,,,,,,
vtilt5,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilt6,0,,,,,,,,,1,2,2,2,4,3,,,,,,,,,,,,,,,,
vtiltb,1,,,,,,,,,2,0,0,0,0,0,,,,,,,,,,,,,,,,
vtiltd,0,,,,,,,,,1,2,2,2,2,2,,,,,,,,,,,,,,,,
vtilti,1,,,,,,,,,3,36,34,36,33,34,,,,,,,,,,,,,,,,
vtiltk,1,,,,,,,,,6,478,490,495,495,494,,,,,,,,,,,,,,,,
vtiltm,0,,,,,,,,,1,131,136,135,137,139,,,,,,,,,,,,,,,,
vtiltq,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
vtiltt,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vtiltv,0,,,,,,,,,1,2,2,2,2,2,,,,,,,,,,,,,,,,
vtiltw,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,
vtiltx,0,,,,,,,,,4,147,152,152,146,152,,,,,,,,,,,,,,,,
vtiltz,1,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,
vuano9,1,,,,,,,,,,2,8,6,6,7,,,,,,,,,,,,,,,,
vuanoa,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
vuanof,1,,,,,,,,,,2,6,5,5,6,,,,,,,,,,,,,,,,
vuanog,0,,,,,,,,,,5,51,62,66,68,,,,,,,,,,,,,,,,
vuanok,1,,,,,,,,,,4,31,36,36,33,,,,,,,,,,,,,,,,
vuanon,1,,,,,,,,,,2,21,22,20,24,,,,,,,,,,,,,,,,
vuanot,1,,,,,,,,,,2,2,2,4,2,,,,,,,,,,,,,,,,
vuanou,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,
vuanox,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,
vuanp0,1,,,,,,,,,,2,52,54,54,54,,,,,,,,,,,,,,,,
vuanp3,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanp6,1,,,,,,,,,,5,88,90,88,92,,,,,,,,,,,,,,,,
vuanp7,1,,,,,,,,,,3,223,227,228,229,,,,,,,,,,,,,,,,
vuanp8,1,,,,,,,,,,3,20,21,21,20,,,,,,,,,,,,,,,,
vuanpg,1,,,,,,,,,,2,15,14,17,18,,,,,,,,,,,,,,,,
vuanpw,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuanpx,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
vuanpz,1,,,,,,,,,,3,9,9,9,7,,,,,,,,,,,,,,,,
vuanq1,0,,,,,,,,,,1,7,8,10,9,,,,,,,,,,,,,,,,
vuanq4,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanq8,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanq9,0,,,,,,,,,,1,9,9,9,9,,,,,,,,,,,,,,,,
vuanqe,0,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,
vuanqf,1,,,,,,,,,,5,169,172,168,170,,,,,,,,,,,,,,,,
vuanqj,1,,,,,,,,,,2,16,16,18,16,,,,,,,,,,,,,,,,
vuanqk,1,,,,,,,,,,3,11,12,11,11,,,,,,,,,,,,,,,,
vuanqt,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanqv,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuanqw,0,,,,,,,,,,1,15,15,14,14,,,,,,,,,,,,,,,,
vuanr1,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanr2,0,,,,,,,,,,2,49,53,57,57,,,,,,,,,,,,,,,,
vuanr4,1,,,,,,,,,,6,9,9,8,9,,,,,,,,,,,,,,,,
vuanr5,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuanr6,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanra,1,,,,,,,,,,10,2807,2841,2856,2865,,,,,,,,,,,,,,,,
vuanrb,1,,,,,,,,,,3,6,6,7,4,,,,,,,,,,,,,,,,
vuanrm,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuanro,0,,,,,,,,,,1,7,5,9,7,,,,,,,,,,,,,,,,
vuanru,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,
vuanrv,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuanrx,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuans1,0,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,
vuans2,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuans4,1,,,,,,,,,,2,3,3,3,3,,,,,,,,,,,,,,,,
vuans5,1,,,,,,,,,,6,73,78,76,76,,,,,,,,,,,,,,,,
vuans8,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuansb,0,,,,,,,,,,2,36,38,47,45,,,,,,,,,,,,,,,,
vuanse,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuansf,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,
vuansg,0,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,
vuansh,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuansj,1,,,,,,,,,,4,43,42,43,41,,,,,,,,,,,,,,,,
vuansk,0,,,,,,,,,,1,34,28,34,29,,,,,,,,,,,,,,,,
vuansr,0,,,,,,,,,,4,2450,2500,2504,2510,,,,,,,,,,,,,,,,
vuansv,0,,,,,,,,,,4,237,241,240,242,,,,,,,,,,,,,,,,
vuansx,0,,,,,,,,,,2,6,7,6,7,,,,,,,,,,,,,,,,
vuansz,1,,,,,,,,,,4,4,4,5,5,,,,,,,,,,,,,,,,
vuant0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuant3,0,,,,,,,,,,4,37,38,36,35,,,,,,,,,,,,,,,,
vuant5,1,,,,,,,,,,2,32,30,31,30,,,,,,,,,,,,,,,,
vuant7,0,,,,,,,,,,1,20,23,22,22,,,,,,,,,,,,,,,,
